,tweet_id,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
2238,667861340749471744,250,81,6831422,103,Twitter for iPhone,Original tweet,https://t.co/J4GnJ5Swba
2239,667832474953625600,294,65,6831422,103,Twitter for iPhone,Original tweet,https://t.co/z1xPTgVLc7
2240,667806454573760512,1089,524,6831422,103,Twitter for iPhone,Original tweet,https://t.co/TBmDJXJB75
2241,667801013445750784,338,98,6831422,103,Twitter for iPhone,Original tweet,https://t.co/SVMF4Frf1w
2242,667793409583771648,721,344,6831422,103,Twitter for iPhone,Original tweet,https://t.co/s1z7mX4c9O
2243,667782464991965184,426,253,6831422,103,Twitter for iPhone,Original tweet,https://t.co/BY8nQAMz0x
2244,667773195014021121,240,59,6831422,103,Twitter Web Client,Original tweet,https://t.co/ZU0i0KJyqD
2245,667766675769573376,461,229,6831423,103,Twitter Web Client,Original tweet,https://t.co/3Bbba7y8Xe
2246,667728196545200128,385,158,6831423,103,Twitter Web Client,Original tweet,https://t.co/LwrCwlWwPB
2247,667724302356258817,504,332,6831423,103,Twitter Web Client,Original tweet,https://t.co/0nIxPTDWAZ
2248,667550904950915073,0,35,6831423,103,Twitter Web Client,This is a retweet,This is a retweet
2249,667550882905632768,0,33,6831423,103,Twitter Web Client,This is a retweet,This is a retweet
2250,667549055577362432,5984,2396,6831424,103,Twitter Web Client,Original tweet,https://t.co/i9iSGNn3fx
2251,667546741521195010,342,132,6831424,103,Twitter Web Client,Original tweet,https://t.co/afRtVsoIIb
2252,667544320556335104,895,549,6831424,103,Twitter Web Client,Original tweet,https://t.co/8zcwIoiuqR
2253,667538891197542400,209,70,6831424,103,Twitter Web Client,Original tweet,https://t.co/IQTOMqDUIe
2254,667534815156183040,844,561,6831424,103,Twitter Web Client,Original tweet,https://t.co/CpPxD28IpV
2255,667530908589760512,488,254,6831424,103,Twitter Web Client,Original tweet,https://t.co/xoRWyQTcmy
2256,667524857454854144,1752,1167,6831424,103,Twitter Web Client,Original tweet,https://t.co/seESNzgsdm
2257,667517642048163840,379,198,6831424,103,Twitter Web Client,Original tweet,https://t.co/fh5KflzBR0
2258,667509364010450944,6993,2216,6831424,103,Twitter Web Client,Original tweet,https://t.co/0aDF62KVP7
2259,667502640335572993,548,227,6831424,103,Twitter Web Client,Original tweet,https://t.co/n5Wtb5Hvsl
2260,667495797102141441,545,287,6831424,103,Twitter Web Client,Original tweet,https://t.co/5NhPV8E45i
2261,667491009379606528,549,237,6831424,103,Twitter Web Client,Original tweet,https://t.co/ITxxcc4v9y
2262,667470559035432960,264,101,6831424,103,Twitter Web Client,Original tweet,https://t.co/J4vn2rOYFk
2263,667455448082227200,195,65,6831424,103,Twitter Web Client,Original tweet,https://t.co/uLzRi1drVK
2264,667453023279554560,320,93,6831424,103,Twitter Web Client,Original tweet,https://t.co/6uLCWR9Efa
2265,667443425659232256,804,605,6831424,103,Twitter for iPhone,Original tweet,https://t.co/rqO4I3nf2N
2266,667437278097252352,463,248,6831424,103,Twitter for iPhone,Original tweet,https://t.co/97HuBrVuOx
2267,667435689202614272,312,85,6831424,103,Twitter for iPhone,Original tweet,https://t.co/PQni2sjPsm
2268,667405339315146752,477,225,6831424,103,Twitter for iPhone,Original tweet,https://t.co/3Fm9PwLju1
2269,667393430834667520,200,58,6831424,103,Twitter for iPhone,Original tweet,https://t.co/A37eGLz5WS
